strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size
jackknife_plus_ab,cube,0.88,3.478672186,0.615934763,1319.847092,1028.310052,10,300,student,"(400, 2000, 2000, 2000)",[[0.81666667 0.9        0.95       0.81666667 0.91666667]],1
jackknife_plus_ab,cube,0.876666667,3.12099782,0.66246232,1614.857725,1068.048386,1000,300,student,"(400, 2000, 2000, 2000)",[[0.86666667 0.83333333 0.91666667 0.83333333 0.93333333]],1
cqr,cube,0.89,5.058801129,0.624536492,1315.094095,0.10700345,4,300,student,"(400, 2000, 2000, 2000)",[[0.85       0.86666667 0.9        0.91666667 0.91666667]],1
cqr,cube,0.916666667,5.401620496,0.634088894,1060.973536,0.086002827,5,300,student,"(400, 2000, 2000, 2000)",[[0.9        0.88333333 0.93333333 0.91666667 0.95      ]],1
cqr,cube,0.886666667,3.939699527,0.565034896,1138.213516,0.089216948,10,300,student,"(400, 2000, 2000, 2000)",[[0.76666667 0.93333333 0.88333333 0.93333333 0.91666667]],1
cqr,cube,0.906666667,3.766088886,0.592695765,975.0724088,0.077289581,1000,300,student,"(400, 2000, 2000, 2000)",[[0.83333333 0.95       0.85       1.         0.9       ]],1
split,cube,0.96,0.094610764,0.988327721,4441.289436,32.76860332,0,500,normal,"(200, 1000, 1000, 1000)",999,1
split,cube,0.906666667,0.671581399,0.907677989,3420.592748,21.10973525,0.2,500,normal,"(200, 1000, 1000, 1000)",999,1
split,cube,0.876666667,1.572868249,0.857393922,3240.771735,17.87045193,0.5,500,normal,"(200, 1000, 1000, 1000)",999,1
split,cube,0.96,4.477875559,0.622501857,1654.744664,10.94383717,1,500,normal,"(200, 1000, 1000, 1000)",999,1
jackknife_plus,cube,0.99,0.052908958,0.993466481,4579.9544,57.2512567,0,500,normal,"(200, 1000, 1000, 1000)",[[1.   1.   0.95 1.   1.  ]],1
jackknife_plus,cube,0.92,0.710748036,0.902293449,3246.519206,46.1036787,0.2,500,normal,"(200, 1000, 1000, 1000)",[[0.95       0.88333333 0.98333333 0.9        0.88333333]],1
jackknife_plus,cube,0.903333333,1.671416951,0.848459366,3188.950349,44.75890756,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.95       0.91666667 0.95       0.86666667 0.83333333]],1
jackknife_plus,cube,0.89,3.476964736,0.706883266,1882.123837,25.35552716,1,500,normal,"(200, 1000, 1000, 1000)",[[0.88333333 0.83333333 0.81666667 0.93333333 0.98333333]],1
jackknife_plus_ab,cube,0.95,0.037012491,0.995432614,4637.478809,629.1039784,0,500,normal,"(200, 1000, 1000, 1000)",[[1.   1.   1.   0.95 0.8 ]],1
jackknife_plus_ab,cube,0.903333333,0.67719962,0.906905685,3371.287075,593.7539296,0.2,500,normal,"(200, 1000, 1000, 1000)",[[0.88333333 0.9        0.91666667 0.91666667 0.9       ]],1
jackknife_plus_ab,cube,0.903333333,1.663846481,0.84914575,3267.806178,480.9425864,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.93333333 0.93333333 0.95       0.86666667 0.83333333]],1
jackknife_plus_ab,cube,0.883333333,3.323501089,0.719820499,2154.461058,444.8126006,1,500,normal,"(200, 1000, 1000, 1000)",[[0.83333333 0.9        0.9        0.9        0.88333333]],1
cqr,cube,0.883333333,0.491966302,0.939323582,3392.171894,0.066969633,0,500,normal,"(200, 1000, 1000, 1000)",[[0.78333333 0.98333333 0.83333333 0.93333333 0.88333333]],1
cqr,cube,0.933333333,0.906197223,0.875424532,2793.016766,0.078747034,0.2,500,normal,"(200, 1000, 1000, 1000)",[[0.85       0.96666667 0.9        0.96666667 0.98333333]],1
cqr,cube,0.896666667,1.901347217,0.827612518,2549.739231,0.076968908,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.83333333 0.86666667 0.93333333 0.93333333 0.91666667]],1
cqr,cube,0.93,4.120490777,0.652631925,1626.13158,0.084968567,1,500,normal,"(200, 1000, 1000, 1000)",[[0.86666667 0.9        0.96666667 0.96666667 0.95      ]],1
split,cube,0.936666667,5.217940804,0.650991055,1415.024351,15.43733144,4,500,student,"(200, 1000, 1000, 1000)",999,1
split,cube,0.943333333,5.134614376,0.564176671,904.1813015,17.74322581,5,500,student,"(200, 1000, 1000, 1000)",999,1
split,cube,0.926666667,4.063049649,0.68739672,1741.412027,16.90146303,10,500,student,"(200, 1000, 1000, 1000)",999,1
split,cube,0.916666667,3.770487811,0.651526928,1380.092333,15.28901267,1000,500,student,"(200, 1000, 1000, 1000)",999,1
jackknife_plus,cube,0.923333333,5.051623709,0.662115883,1287.581667,34.97453761,4,500,student,"(200, 1000, 1000, 1000)",[[0.93333333 0.88333333 0.95       0.95       0.9       ]],1
jackknife_plus,cube,0.933333333,4.480360972,0.619709587,1227.08481,31.61599159,5,500,student,"(200, 1000, 1000, 1000)",[[0.93333333 0.9        0.95       0.96666667 0.91666667]],1
jackknife_plus,cube,0.91,3.717000504,0.714021456,1944.89408,36.22590137,10,500,student,"(200, 1000, 1000, 1000)",[[0.93333333 0.95       0.85       0.88333333 0.93333333]],1
jackknife_plus,cube,0.886666667,3.373713417,0.68819734,1672.114518,39.74136233,1000,500,student,"(200, 1000, 1000, 1000)",[[0.95       0.83333333 0.83333333 0.91666667 0.9       ]],1
jackknife_plus_ab,cube,0.92,4.952763093,0.668728383,1399.828556,400.392256,4,500,student,"(200, 1000, 1000, 1000)",[[0.91666667 0.83333333 0.95       0.95       0.95      ]],1
jackknife_plus_ab,cube,0.933333333,4.257036848,0.638665152,1386.711569,431.2322612,5,500,student,"(200, 1000, 1000, 1000)",[[0.91666667 0.93333333 0.95       0.91666667 0.95      ]],1
jackknife_plus_ab,cube,0.896666667,3.638058605,0.720095149,1863.108604,410.3574073,10,500,student,"(200, 1000, 1000, 1000)",[[0.9        0.86666667 0.93333333 0.91666667 0.86666667]],1
jackknife_plus_ab,cube,0.86,3.042223826,0.718832968,2036.284774,428.0490818,1000,500,student,"(200, 1000, 1000, 1000)",[[0.9        0.85       0.9        0.83333333 0.81666667]],1
cqr,cube,0.886666667,4.843617608,0.676028854,1492.354016,0.096001863,4,500,student,"(200, 1000, 1000, 1000)",[[0.81666667 0.88333333 0.93333333 0.86666667 0.93333333]],1
cqr,cube,0.906666667,4.837218576,0.58942044,1118.626374,0.097869158,5,500,student,"(200, 1000, 1000, 1000)",[[0.81666667 0.9        0.91666667 0.9        1.        ]],1
cqr,cube,0.896666667,3.829098426,0.705396933,1636.524974,0.085000038,10,500,student,"(200, 1000, 1000, 1000)",[[0.85       0.86666667 0.91666667 0.96666667 0.88333333]],1
cqr,cube,0.95,4.243937755,0.607768792,1225.490967,0.082956791,1000,500,student,"(200, 1000, 1000, 1000)",[[0.93333333 0.93333333 0.96666667 0.95       0.96666667]],1
split,cube,0.946666667,0.120273916,0.990303018,5471.813044,13.6704905,0,500,normal,"(400, 2000)",999,1
split,cube,0.943333333,0.927922322,0.917286324,3740.792416,8.234260559,0.2,500,normal,"(400, 2000)",999,1
split,cube,0.906666667,1.770447498,0.748321805,2167.014635,6.911533594,0.5,500,normal,"(400, 2000)",999,1
split,cube,0.786666667,2.788253804,0.734778423,2176.584941,5.731381178,1,500,normal,"(400, 2000)",999,1
jackknife_plus,cube,0.933333333,0.101232534,0.991838927,5625.385339,29.43940187,0,500,normal,"(400, 2000)",[[1.         1.         1.         0.86666667 0.8       ]],1
jackknife_plus,cube,0.87,0.685276753,0.938915832,4106.195046,24.76248837,0.2,500,normal,"(400, 2000)",[[0.85       0.88333333 0.86666667 0.86666667 0.88333333]],1
jackknife_plus,cube,0.906666667,1.709058278,0.757048596,2317.961489,18.08574533,0.5,500,normal,"(400, 2000)",[[0.91666667 0.95       0.9        0.86666667 0.9       ]],1
jackknife_plus,cube,0.903333333,3.354939382,0.680886054,1698.004831,17.79275894,1,500,normal,"(400, 2000)",[[0.9        0.9        0.91666667 0.9        0.9       ]],1
jackknife_plus_ab,cube,0.916666667,0.060949124,0.995086845,5745.517478,337.4417415,0,500,normal,"(400, 2000)",[[1.         1.         0.96666667 0.75       0.86666667]],1
jackknife_plus_ab,cube,0.843333333,0.645906262,0.942423007,4210.475032,257.7696223,0.2,500,normal,"(400, 2000)",[[0.83333333 0.85       0.88333333 0.88333333 0.76666667]],1
jackknife_plus_ab,cube,0.893333333,1.657575879,0.764367082,2373.129847,232.8984375,0.5,500,normal,"(400, 2000)",[[0.95       0.91666667 0.88333333 0.78333333 0.93333333]],1
jackknife_plus_ab,cube,0.903333333,3.365992137,0.679834742,1682.687791,216.4396544,1,500,normal,"(400, 2000)",[[0.86666667 0.93333333 0.93333333 0.9        0.88333333]],1
cqr,cube,0.903333333,0.481796115,0.961164229,4291.908995,0.064000845,0,500,normal,"(400, 2000)",[[0.86666667 0.96666667 0.83333333 0.95       0.9       ]],1
cqr,cube,0.846666667,0.79822819,0.928845914,3759.268235,0.089002848,0.2,500,normal,"(400, 2000)",[[0.71666667 0.9        0.81666667 0.93333333 0.86666667]],1
cqr,cube,0.903333333,1.970227967,0.719922015,2111.498087,0.086098194,0.5,500,normal,"(400, 2000)",[[0.78333333 0.85       0.96666667 0.95       0.96666667]],1
cqr,cube,0.903333333,3.782402999,0.640226722,1366.430535,0.081965208,1,500,normal,"(400, 2000)",[[0.81666667 0.93333333 0.91666667 0.91666667 0.93333333]],1
split,cube,0.946666667,5.621510638,0.653797678,1066.70134,5.936259508,4,500,student,"(400, 2000)",999,1
split,cube,0.903333333,3.829564397,0.683888105,1446.942045,9.003240347,5,500,student,"(400, 2000)",999,1
split,cube,0.946666667,3.997780728,0.516106091,528.5653071,6.021778822,10,500,student,"(400, 2000)",999,1
split,cube,0.926666667,3.473575604,0.694734729,1138.299286,9.909292459,1000,500,student,"(400, 2000)",999,1
jackknife_plus,cube,0.916666667,4.39399312,0.729395602,1525.68554,13.17794681,4,500,student,"(400, 2000)",[[0.86666667 0.91666667 0.91666667 0.95       0.93333333]],1
jackknife_plus,cube,0.943333333,4.580205466,0.621925181,1043.847931,16.00328708,5,500,student,"(400, 2000)",[[0.93333333 0.95       0.91666667 0.96666667 0.95      ]],1
jackknife_plus,cube,0.933333333,3.828639104,0.53657958,540.8209622,17.44891119,10,500,student,"(400, 2000)",[[0.91666667 0.95       0.96666667 0.91666667 0.91666667]],1
jackknife_plus,cube,0.93,3.494974343,0.692854036,1138.426754,15.53898072,1000,500,student,"(400, 2000)",[[0.91666667 0.98333333 0.91666667 0.95       0.88333333]],1
jackknife_plus_ab,cube,0.92,4.350072231,0.732100381,1527.169455,194.1748343,4,500,student,"(400, 2000)",[[0.9        0.9        0.96666667 0.9        0.93333333]],1
jackknife_plus_ab,cube,0.933333333,4.293165,0.645619423,1256.933266,191.9411497,5,500,student,"(400, 2000)",[[0.9        0.95       0.95       0.91666667 0.95      ]],1
jackknife_plus_ab,cube,0.933333333,3.820452238,0.53757052,550.4316891,200.0749564,10,500,student,"(400, 2000)",[[0.95       0.91666667 0.91666667 0.91666667 0.96666667]],1
jackknife_plus_ab,cube,0.92,3.32773783,0.707551456,1243.95255,218.5648785,1000,500,student,"(400, 2000)",[[0.91666667 0.86666667 0.96666667 0.91666667 0.93333333]],1
cqr,cube,0.94,5.321462061,0.672276527,1171.153698,0.092002869,4,500,student,"(400, 2000)",[[0.93333333 0.9        0.93333333 0.98333333 0.95      ]],1
cqr,cube,0.946666667,5.092623457,0.579627477,1082.33603,0.098998308,5,500,student,"(400, 2000)",[[0.88333333 0.98333333 0.95       0.93333333 0.98333333]],1
cqr,cube,0.94,4.212397858,0.490129098,557.0927267,0.08197546,10,500,student,"(400, 2000)",[[0.83333333 0.95       0.96666667 0.95       1.        ]],1
cqr,cube,0.89,3.378419835,0.703097632,1405.44303,0.101973534,1000,500,student,"(400, 2000)",[[0.78333333 0.91666667 0.9        0.93333333 0.91666667]],1
split,cube,0.98,0.39075413,0.937868258,3710.611417,65.09770918,0,500,normal,"(400, 2000, 2000, 2000)",999,1
split,cube,0.956666667,1.051929726,0.86180278,2579.469569,77.53792095,0.2,500,normal,"(400, 2000, 2000, 2000)",999,1
split,cube,0.82,1.367175769,0.88005553,3054.601345,45.60209274,0.5,500,normal,"(400, 2000, 2000, 2000)",999,1
split,cube,0.916666667,3.773451924,0.787421613,2256.276129,80.16168833,1,500,normal,"(400, 2000, 2000, 2000)",999,1
jackknife_plus,cube,0.943333333,0.02164743,0.996556418,4570.515312,251.3209472,0,500,normal,"(400, 2000, 2000, 2000)",[[0.86666667 0.9        1.         1.         0.95      ]],1
jackknife_plus,cube,0.943333333,0.713737855,0.906232898,2849.173256,179.9192145,0.2,500,normal,"(400, 2000, 2000, 2000)",[[0.96666667 0.95       0.96666667 0.91666667 0.91666667]],1
jackknife_plus,cube,0.89,1.593873873,0.860173431,2815.686207,120.759866,0.5,500,normal,"(400, 2000, 2000, 2000)",[[0.83333333 0.91666667 0.81666667 0.93333333 0.95      ]],1
jackknife_plus,cube,0.91,3.771930814,0.787507445,1736.985619,183.1306829,1,500,normal,"(400, 2000, 2000, 2000)",[[0.88333333 0.91666667 0.88333333 0.91666667 0.95      ]],1
jackknife_plus_ab,cube,0.98,0.033688667,0.994637496,4546.000004,2177.93326,0,500,normal,"(400, 2000, 2000, 2000)",[[1.         1.         1.         0.96666667 0.93333333]],1
jackknife_plus_ab,cube,0.88,0.617407397,0.918889388,3044.670381,2018.457981,0.2,500,normal,"(400, 2000, 2000, 2000)",[[0.83333333 0.88333333 0.9        0.93333333 0.85      ]],1
jackknife_plus_ab,cube,0.853333333,1.453210853,0.872511624,2970.55318,1637.182156,0.5,500,normal,"(400, 2000, 2000, 2000)",[[0.91666667 0.86666667 0.83333333 0.81666667 0.83333333]],1
jackknife_plus_ab,cube,0.906666667,3.682676752,0.792535634,2093.914212,1861.666381,1,500,normal,"(400, 2000, 2000, 2000)",[[0.88333333 0.86666667 0.96666667 0.98333333 0.83333333]],1
cqr,cube,0.906666667,0.449810265,0.928484923,3328.38535,0.087998629,0,500,normal,"(400, 2000, 2000, 2000)",[[1.         0.8        0.9        0.96666667 0.86666667]],1
cqr,cube,0.9,0.907054733,0.880838112,2687.948635,0.088970423,0.2,500,normal,"(400, 2000, 2000, 2000)",[[0.76666667 0.95       0.91666667 0.9        0.96666667]],1
cqr,cube,0.88,1.799307574,0.842151006,2438.325292,0.094985485,0.5,500,normal,"(400, 2000, 2000, 2000)",[[0.78333333 0.88333333 0.91666667 0.9        0.91666667]],1
cqr,cube,0.926666667,3.967344972,0.776498275,1844.169942,0.085722208,1,500,normal,"(400, 2000, 2000, 2000)",[[0.85       0.96666667 0.93333333 0.95       0.93333333]],1
split,cube,0.86,3.705635602,0.687001638,1846.288809,31.71295619,4,500,student,"(400, 2000, 2000, 2000)",999,1
split,cube,0.866666667,3.925943808,0.778470084,1767.147254,56.03914475,5,500,student,"(400, 2000, 2000, 2000)",999,1
split,cube,0.933333333,3.889116974,0.560173257,1341.418866,55.12579727,10,500,student,"(400, 2000, 2000, 2000)",999,1
split,cube,0.886666667,3.498692764,0.827226191,2572.392641,43.6144197,1000,500,student,"(400, 2000, 2000, 2000)",999,1
jackknife_plus,cube,0.896666667,4.354915294,0.632161189,1613.834866,121.9168479,4,500,student,"(400, 2000, 2000, 2000)",[[0.93333333 0.91666667 0.86666667 0.93333333 0.83333333]],1
jackknife_plus,cube,0.903333333,4.413601535,0.7509539,1453.106009,127.4045234,5,500,student,"(400, 2000, 2000, 2000)",[[0.93333333 0.9        0.88333333 0.93333333 0.86666667]],1
jackknife_plus,cube,0.943333333,3.837019458,0.566064604,1424.600211,120.7275467,10,500,student,"(400, 2000, 2000, 2000)",[[0.98333333 0.98333333 0.88333333 0.91666667 0.95      ]],1
jackknife_plus,cube,0.92,3.532711489,0.825546084,1968.013619,119.1083214,1000,500,student,"(400, 2000, 2000, 2000)",[[0.85       0.91666667 0.96666667 0.91666667 0.95      ]],1
jackknife_plus_ab,cube,0.893333333,4.218155591,0.643712604,1614.988443,1614.213974,4,500,student,"(400, 2000, 2000, 2000)",[[0.85       0.93333333 0.93333333 0.88333333 0.86666667]],1
jackknife_plus_ab,cube,0.9,4.290774409,0.757884669,1652.80196,1732.57829,5,500,student,"(400, 2000, 2000, 2000)",[[0.91666667 0.88333333 0.9        0.88333333 0.91666667]],1
jackknife_plus_ab,cube,0.906666667,3.58661754,0.594383972,1787.764964,1541.588004,10,500,student,"(400, 2000, 2000, 2000)",[[0.88333333 0.96666667 0.91666667 0.91666667 0.85      ]],1
jackknife_plus_ab,cube,0.896666667,3.461726872,0.829051792,2167.32931,1609.11732,1000,500,student,"(400, 2000, 2000, 2000)",[[0.86666667 0.91666667 0.91666667 0.9        0.88333333]],1
cqr,cube,0.896666667,4.813264624,0.593446621,1385.030369,0.108515501,4,500,student,"(400, 2000, 2000, 2000)",[[0.85       0.78333333 0.96666667 0.98333333 0.9       ]],1
cqr,cube,0.88,4.690375572,0.735336098,1456.836515,0.094153166,5,500,student,"(400, 2000, 2000, 2000)",[[0.88333333 0.83333333 0.86666667 0.95       0.86666667]],1
cqr,cube,0.913333333,3.70310855,0.58120975,1699.479189,0.086986542,10,500,student,"(400, 2000, 2000, 2000)",[[0.9        0.9        0.88333333 0.91666667 0.96666667]],1
cqr,cube,0.876666667,3.570248718,0.823692289,1980.314661,0.103838682,1000,500,student,"(400, 2000, 2000, 2000)",[[0.8        0.9        0.8        0.95       0.93333333]],1
split,cube,0.92,0.034239409,0.99475275,4238.911977,28.513098,0,1000,normal,"(200, 1000, 1000, 1000)",999,1
split,cube,0.843333333,0.583068302,0.940650786,4366.363203,27.40330839,0.2,1000,normal,"(200, 1000, 1000, 1000)",999,1
split,cube,0.91,1.74811131,0.813463364,1982.304931,17.03498244,0.5,1000,normal,"(200, 1000, 1000, 1000)",999,1
split,cube,0.92,3.582426181,0.703421451,1919.671614,30.00641227,1,1000,normal,"(200, 1000, 1000, 1000)",999,1
jackknife_plus,cube,0.976666667,0.0320019,0.995090175,4261.047633,84.44085789,0,1000,normal,"(200, 1000, 1000, 1000)",[[1.         1.         1.         1.         0.88333333]],1
jackknife_plus,cube,0.916666667,0.713931617,0.927333944,4162.043092,74.28373098,0.2,1000,normal,"(200, 1000, 1000, 1000)",[[0.9        0.93333333 0.93333333 0.88333333 0.93333333]],1
jackknife_plus,cube,0.91,1.718343448,0.816639817,2162.059426,56.88219213,0.5,1000,normal,"(200, 1000, 1000, 1000)",[[0.95       0.85       0.93333333 0.91666667 0.9       ]],1
jackknife_plus,cube,0.9,3.370636454,0.720955166,2117.827573,68.97065282,1,1000,normal,"(200, 1000, 1000, 1000)",[[0.91666667 0.95       0.91666667 0.85       0.86666667]],1
jackknife_plus_ab,cube,0.916666667,0.018761021,0.997124782,4312.139799,878.4149935,0,1000,normal,"(200, 1000, 1000, 1000)",[[1.         1.         1.         0.88333333 0.7       ]],1
jackknife_plus_ab,cube,0.9,0.675372681,0.93125883,4215.066486,822.2773314,0.2,1000,normal,"(200, 1000, 1000, 1000)",[[0.9        0.9        0.86666667 0.9        0.93333333]],1
jackknife_plus_ab,cube,0.906666667,1.673313142,0.821444933,2170.430371,811.1375077,0.5,1000,normal,"(200, 1000, 1000, 1000)",[[0.93333333 0.9        0.86666667 0.91666667 0.91666667]],1
jackknife_plus_ab,cube,0.893333333,3.270761173,0.729223507,2150.977762,782.786454,1,1000,normal,"(200, 1000, 1000, 1000)",[[0.88333333 0.8        0.88333333 0.98333333 0.91666667]],1
cqr,cube,0.88,0.274122256,0.957993085,3282.982793,0.098970175,0,1000,normal,"(200, 1000, 1000, 1000)",[[0.81666667 0.83333333 0.95       0.85       0.95      ]],1
cqr,cube,0.9,0.839267993,0.914577143,3780.886747,0.179780722,0.2,1000,normal,"(200, 1000, 1000, 1000)",[[0.76666667 0.95       0.95       0.9        0.93333333]],1
cqr,cube,0.896666667,1.685769125,0.820115814,2112.964659,0.208676338,0.5,1000,normal,"(200, 1000, 1000, 1000)",[[0.83333333 0.9        0.85       0.91666667 0.98333333]],1
cqr,cube,0.896666667,3.665500867,0.696544222,1859.910197,0.17912817,1,1000,normal,"(200, 1000, 1000, 1000)",[[0.83333333 0.93333333 0.83333333 0.95       0.93333333]],1
split,cube,0.883333333,4.23402394,0.658509453,1554.084972,20.13606763,4,1000,student,"(200, 1000, 1000, 1000)",999,1
split,cube,0.92,4.296683301,0.734529356,2218.80519,21.78905678,5,1000,student,"(200, 1000, 1000, 1000)",999,1
split,cube,0.906666667,3.788519563,0.72323587,1821.688454,28.28438902,10,1000,student,"(200, 1000, 1000, 1000)",999,1
split,cube,0.91,3.302496972,0.724127282,1601.52913,30.79893637,1000,1000,student,"(200, 1000, 1000, 1000)",999,1
jackknife_plus,cube,0.883333333,4.006012991,0.676899411,1831.381249,57.30241489,4,1000,student,"(200, 1000, 1000, 1000)",[[0.85       0.91666667 0.9        0.86666667 0.88333333]],1
jackknife_plus,cube,0.923333333,4.335734149,0.732116497,2322.981129,58.3933804,5,1000,student,"(200, 1000, 1000, 1000)",[[0.95       0.9        0.96666667 0.93333333 0.86666667]],1
jackknife_plus,cube,0.903333333,3.643160916,0.733854832,1809.557167,60.58763623,10,1000,student,"(200, 1000, 1000, 1000)",[[0.93333333 0.83333333 0.93333333 0.91666667 0.9       ]],1
jackknife_plus,cube,0.903333333,3.353864808,0.719836357,1622.447483,70.58357906,1000,1000,student,"(200, 1000, 1000, 1000)",[[0.93333333 0.85       0.91666667 0.91666667 0.9       ]],1
jackknife_plus_ab,cube,0.883333333,3.962900736,0.680376579,1830.438682,684.2902923,4,1000,student,"(200, 1000, 1000, 1000)",[[0.88333333 0.86666667 0.88333333 0.86666667 0.91666667]],1
jackknife_plus_ab,cube,0.913333333,4.235882527,0.738286091,2296.98241,801.0444632,5,1000,student,"(200, 1000, 1000, 1000)",[[0.93333333 0.86666667 0.93333333 0.93333333 0.9       ]],1
jackknife_plus_ab,cube,0.9,3.572207705,0.739038211,1901.564468,718.3030617,10,1000,student,"(200, 1000, 1000, 1000)",[[0.93333333 0.93333333 0.8        0.93333333 0.9       ]],1
jackknife_plus_ab,cube,0.906666667,3.359964944,0.719326761,1625.587958,807.6483557,1000,1000,student,"(200, 1000, 1000, 1000)",[[0.91666667 0.88333333 0.91666667 0.91666667 0.9       ]],1
cqr,cube,0.933333333,5.199744153,0.58061993,1237.420489,0.200002909,4,1000,student,"(200, 1000, 1000, 1000)",[[0.91666667 0.93333333 0.96666667 0.91666667 0.93333333]],1
cqr,cube,0.933333333,5.049581803,0.688011092,1851.008853,0.18780756,5,1000,student,"(200, 1000, 1000, 1000)",[[0.9        0.91666667 0.96666667 0.91666667 0.96666667]],1
cqr,cube,0.853333333,3.574530635,0.738866904,1938.891448,0.200253248,10,1000,student,"(200, 1000, 1000, 1000)",[[0.75       0.8        0.81666667 0.93333333 0.96666667]],1
cqr,cube,0.906666667,3.595350983,0.699663892,1539.838772,0.184777498,1000,1000,student,"(200, 1000, 1000, 1000)",[[0.83333333 0.91666667 0.88333333 0.93333333 0.96666667]],1
split,cube,0.903333333,0.06927713,0.990585911,4770.289191,16.08878875,0,1000,normal,"(400, 2000)",999,1
split,cube,0.913333333,0.700675637,0.904976835,3310.492973,13.44739628,0.2,1000,normal,"(400, 2000)",999,1
split,cube,0.93,1.869173724,0.843291021,2204.1643,9.887907743,0.5,1000,normal,"(400, 2000)",999,1
split,cube,0.893333333,3.64453078,0.684510336,1452.949728,16.50750995,1,1000,normal,"(400, 2000)",999,1
jackknife_plus,cube,0.953333333,0.050850139,0.993087143,4827.056642,49.19578099,0,1000,normal,"(400, 2000)",[[0.98333333 1.         1.         0.85       0.93333333]],1
jackknife_plus,cube,0.946666667,0.753345794,0.897832112,3076.314031,24.23935056,0.2,1000,normal,"(400, 2000)",[[0.95       0.9        0.98333333 0.98333333 0.91666667]],1
jackknife_plus,cube,0.91,1.659986342,0.860829594,2464.14754,46.70971823,0.5,1000,normal,"(400, 2000)",[[0.88333333 0.95       0.9        0.9        0.91666667]],1
jackknife_plus,cube,0.843333333,3.324543847,0.712207821,1835.784244,26.61128283,1,1000,normal,"(400, 2000)",[[0.95       0.83333333 0.75       0.86666667 0.81666667]],1
jackknife_plus_ab,cube,0.923333333,0.02684427,0.996351586,4894.897545,540.8385155,0,1000,normal,"(400, 2000)",[[1.         1.         1.         0.86666667 0.75      ]],1
jackknife_plus_ab,cube,0.93,0.699591007,0.905123275,3216.243523,389.1959853,0.2,1000,normal,"(400, 2000)",[[0.95       0.93333333 0.93333333 0.93333333 0.9       ]],1
jackknife_plus_ab,cube,0.9,1.61925935,0.864244159,2510.061598,410.8314958,0.5,1000,normal,"(400, 2000)",[[0.86666667 0.93333333 0.93333333 0.91666667 0.85      ]],1
jackknife_plus_ab,cube,0.846666667,3.301082295,0.714239031,1854.809875,360.4528098,1,1000,normal,"(400, 2000)",[[0.81666667 0.85       0.9        0.85       0.81666667]],1
cqr,cube,0.876666667,0.432663503,0.941204788,3421.50246,0.113003016,0,1000,normal,"(400, 2000)",[[1.         0.78333333 0.91666667 0.76666667 0.91666667]],1
cqr,cube,0.913333333,0.746021094,0.898827256,3077.809588,0.134209871,0.2,1000,normal,"(400, 2000)",[[0.83333333 0.9        0.9        0.96666667 0.96666667]],1
cqr,cube,0.906666667,1.851866021,0.84474279,2175.109277,0.134950638,0.5,1000,normal,"(400, 2000)",[[0.85       0.88333333 0.93333333 0.91666667 0.95      ]],1
cqr,cube,0.9,3.846829094,0.666998367,1419.296898,0.130967617,1,1000,normal,"(400, 2000)",[[0.85       0.9        0.88333333 0.96666667 0.9       ]],1
split,cube,0.93,5.350929543,0.689312832,1255.972534,10.445889,4,1000,student,"(400, 2000)",999,1
split,cube,0.89,3.861074543,0.626194835,1770.102386,10.64021778,5,1000,student,"(400, 2000)",999,1
split,cube,0.926666667,4.124050842,0.621391019,922.4368176,7.98918128,10,1000,student,"(400, 2000)",999,1
split,cube,0.913333333,3.326035751,0.68895871,1947.933238,7.725743055,1000,1000,student,"(400, 2000)",999,1
jackknife_plus,cube,0.876666667,4.272236555,0.751944292,1902.437939,28.11877918,4,1000,student,"(400, 2000)",[[0.88333333 0.9        0.9        0.9        0.8       ]],1
jackknife_plus,cube,0.906666667,4.292155071,0.58446035,1213.990522,22.38953447,5,1000,student,"(400, 2000)",[[0.85       0.95       0.9        0.88333333 0.95      ]],1
jackknife_plus,cube,0.916666667,3.816552934,0.64962113,1140.721979,32.62521553,10,1000,student,"(400, 2000)",[[0.88333333 0.91666667 0.95       0.95       0.88333333]],1
jackknife_plus,cube,0.93,3.40987635,0.681117691,1649.879828,23.90804148,1000,1000,student,"(400, 2000)",[[0.95       0.9        0.93333333 0.91666667 0.95      ]],1
jackknife_plus_ab,cube,0.873333333,4.287285544,0.751070391,1895.348829,360.4009221,4,1000,student,"(400, 2000)",[[0.9        0.83333333 0.88333333 0.85       0.9       ]],1
jackknife_plus_ab,cube,0.9,4.225933904,0.590871495,1283.586949,350.5197847,5,1000,student,"(400, 2000)",[[0.93333333 0.93333333 0.86666667 0.9        0.86666667]],1
jackknife_plus_ab,cube,0.91,3.73698857,0.656925652,1148.850153,406.5478578,10,1000,student,"(400, 2000)",[[0.98333333 0.81666667 0.91666667 0.93333333 0.9       ]],1
jackknife_plus_ab,cube,0.916666667,3.290129638,0.692316475,1945.085809,359.8139343,1000,1000,student,"(400, 2000)",[[0.9        0.91666667 0.88333333 0.93333333 0.95      ]],1
cqr,cube,0.893333333,4.858295498,0.71791682,1757.017756,0.191969872,4,1000,student,"(400, 2000)",[[0.76666667 0.93333333 0.93333333 0.91666667 0.91666667]],1
